Stay    ;BodyType ;AircraftType ;Towable ;Arr_OwnerCie ;Arr_ExploitingCie ;Arr_Number ;Arr_Date   ;Arr_Hour ;Arr_CourrierCode ;Arr_Stop ;Dep_OwnerCie ;Dep_ExploitingCie ;Dep_Number ;Dep_Date   ;Dep_Hour ;Dep_CourrierCode ;Dep_Stop
2311866 ;MP       ;320          ;      0 ;AF           ;AF                ;      1243 ;26/06/2016 ;08:35    ;MC               ;GVA      ;AF           ;AF                ;      1178 ;26/06/2016 ;09:40    ;MC               ;NAP
2311867 ;MP       ;321          ;      1 ;AF           ;AF                ;      1063 ;25/06/2016 ;22:05    ;MC               ;ARN      ;AF           ;AF                ;      1204 ;26/06/2016 ;07:15    ;MC               ;FCO
2311868 ;3N       ;E70          ;      0 ;A5           ;AF                ;      7753 ;26/06/2016 ;12:20    ;MC               ;CFE      ;A5           ;AF                ;      1186 ;26/06/2016 ;13:00    ;MC               ;LJU
2311869 ;MP       ;320          ;      0 ;AF           ;AF                ;      1321 ;26/06/2016 ;12:05    ;MC               ;TLV      ;AF           ;AF                ;      1184 ;26/06/2016 ;13:40    ;MC               ;TUN
2311870 ;MP       ;319          ;      1 ;AF           ;AF                ;      1755 ;25/06/2016 ;22:15    ;MC               ;ALG      ;AF           ;AF                ;      1164 ;26/06/2016 ;08:00    ;MC               ;BHX
2311871 ;MP       ;320          ;      0 ;AF           ;AF                ;      1889 ;26/06/2016 ;17:20    ;MC               ;OTP      ;AF           ;AF                ;      1168 ;26/06/2016 ;18:20    ;MC               ;MAN
2311872 ;MP       ;320          ;      1 ;AF           ;AF                ;      1051 ;25/06/2016 ;22:15    ;MC               ;CPH      ;AF           ;AF                ;      1232 ;26/06/2016 ;07:15    ;MC               ;ATH
2311873 ;MP       ;321          ;      1 ;AF           ;AF                ;      1049 ;25/06/2016 ;21:20    ;MC               ;BCN      ;AF           ;AF                ;      1240 ;26/06/2016 ;07:20    ;MC               ;AMS
2311874 ;MP       ;320          ;      0 ;AF           ;AF                ;      7637 ;26/06/2016 ;19:45    ;MC               ;BOD      ;AF           ;AF                ;      1242 ;26/06/2016 ;20:45    ;MC               ;GVA
2311875 ;MP       ;318          ;      0 ;AF           ;AF                ;      1615 ;26/06/2016 ;16:35    ;MC               ;ZRH      ;AF           ;AF                ;      1238 ;26/06/2016 ;17:25    ;MC               ;VIE
2311876 ;3N       ;E90          ;      0 ;A5           ;AF                ;      1519 ;26/06/2016 ;11:55    ;MC               ;FRA      ;A5           ;AF                ;      1218 ;26/06/2016 ;12:35    ;MC               ;FRA
2311877 ;3N       ;E70          ;      0 ;A5           ;AF                ;      1011 ;26/06/2016 ;12:00    ;MC               ;NUE      ;A5           ;AF                ;      1210 ;26/06/2016 ;12:40    ;MC               ;NUE
2311879 ;MP       ;318          ;      1 ;AF           ;AF                ;      7687 ;25/06/2016 ;20:15    ;MC               ;MPL      ;AF           ;AF                ;      1212 ;26/06/2016 ;07:20    ;MC               ;LIN
2311880 ;MP       ;318          ;      1 ;AF           ;AF                ;      1405 ;25/06/2016 ;21:20    ;MC               ;FCO      ;AF           ;AF                ;      1228 ;26/06/2016 ;07:30    ;MC               ;BLQ
2311881 ;MP       ;319          ;      0 ;AF           ;AF                ;      1427 ;26/06/2016 ;14:40    ;MC               ;VCE      ;AF           ;AF                ;      1226 ;26/06/2016 ;15:40    ;MC               ;VCE
2311882 ;MP       ;318          ;      0 ;AF           ;AF                ;      7733 ;26/06/2016 ;19:45    ;MC               ;BES      ;AF           ;AF                ;      1122 ;26/06/2016 ;21:00    ;MC               ;MUC
2311883 ;MP       ;321          ;      1 ;AF           ;AF                ;      7715 ;25/06/2016 ;22:15    ;MC               ;NCE      ;AF           ;AF                ;      1126 ;26/06/2016 ;07:25    ;MC               ;VCE
2311884 ;MP       ;320          ;      0 ;AF           ;AF                ;      1305 ;26/06/2016 ;19:55    ;MC               ;FCO      ;AF           ;AF                ;      1124 ;26/06/2016 ;20:50    ;MC               ;LIS
2311885 ;3N       ;E90          ;      0 ;A5           ;AF                ;      1487 ;26/06/2016 ;19:40    ;MC               ;EDI      ;A5           ;AF                ;      1106 ;26/06/2016 ;20:30    ;MC               ;DUS
2311886 ;MP       ;318          ;      1 ;AF           ;AF                ;      1101 ;25/06/2016 ;22:20    ;MC               ;MAD      ;AF           ;AF                ;      1114 ;26/06/2016 ;07:35    ;MC               ;ZRH
2311888 ;MP       ;320          ;      0 ;AF           ;AF                ;      1065 ;26/06/2016 ;16:00    ;MC               ;BHX      ;AF           ;AF                ;      1120 ;26/06/2016 ;17:30    ;MC               ;TLV
2311889 ;MP       ;318          ;      0 ;AF           ;AF                ;      1843 ;26/06/2016 ;13:15    ;MC               ;GVA      ;AF           ;AF                ;      1142 ;26/06/2016 ;15:00    ;MC               ;GVA
2311890 ;MP       ;319          ;      0 ;AF           ;AF                ;      1591 ;26/06/2016 ;18:10    ;MC               ;IST      ;AF           ;AF                ;      1144 ;26/06/2016 ;19:30    ;MC               ;SVO
2311891 ;MP       ;320          ;      0 ;AF           ;AF                ;      1301 ;26/06/2016 ;15:00    ;MC               ;MAD      ;AF           ;AF                ;      1140 ;26/06/2016 ;16:45    ;MC               ;AMS
2311892 ;MP       ;319          ;      0 ;AF           ;AF                ;      1351 ;26/06/2016 ;08:50    ;MC               ;CPH      ;AF           ;AF                ;      1150 ;26/06/2016 ;09:50    ;MC               ;CPH
2311893 ;MP       ;319          ;      0 ;AF           ;AF                ;      1285 ;26/06/2016 ;16:10    ;MC               ;TUN      ;AF           ;AF                ;      1152 ;26/06/2016 ;17:05    ;MC               ;LED
2311894 ;MP       ;318          ;      0 ;AF           ;AF                ;      1029 ;26/06/2016 ;08:45    ;MC               ;BLQ      ;AF           ;AF                ;      1146 ;26/06/2016 ;09:40    ;MC               ;WAW
2311895 ;MP       ;321          ;      1 ;AF           ;AF                ;      1441 ;25/06/2016 ;21:45    ;MC               ;AMS      ;AF           ;AF                ;      1148 ;26/06/2016 ;07:40    ;MC               ;BCN
2311896 ;MP       ;320          ;      0 ;AF           ;AF                ;      1511 ;26/06/2016 ;19:55    ;MC               ;HAM      ;AF           ;AF                ;      1134 ;26/06/2016 ;20:50    ;MC               ;TXL
2311897 ;MP       ;320          ;      1 ;AF           ;AF                ;      1195 ;25/06/2016 ;22:05    ;MC               ;LIS      ;AF           ;AF                ;      1138 ;26/06/2016 ;07:15    ;MC               ;VIE
2311898 ;MP       ;320          ;      0 ;AF           ;AF                ;      1233 ;26/06/2016 ;14:40    ;MC               ;ATH      ;AF           ;AF                ;      1342 ;26/06/2016 ;16:00    ;MC               ;GVA
2311899 ;MP       ;319          ;      0 ;AF           ;AF                ;      1549 ;26/06/2016 ;19:55    ;MC               ;BCN      ;AF           ;AF                ;      1350 ;26/06/2016 ;21:00    ;MC               ;CPH
2311900 ;MP       ;321          ;      0 ;AF           ;AF                ;      1401 ;26/06/2016 ;09:10    ;MC               ;MAD      ;AF           ;AF                ;      1348 ;26/06/2016 ;10:05    ;MC               ;BCN
2311901 ;MP       ;320          ;      0 ;AF           ;AF                ;      7517 ;26/06/2016 ;11:25    ;MC               ;TLS      ;AF           ;AF                ;      1346 ;26/06/2016 ;12:35    ;MC               ;WAW
2311902 ;MP       ;320          ;      0 ;AF           ;AF                ;      1141 ;26/06/2016 ;20:00    ;MC               ;AMS      ;AF           ;AF                ;      1326 ;26/06/2016 ;21:00    ;MC               ;VCE
2311903 ;3N       ;E70          ;      0 ;A5           ;AF                ;      7751 ;26/06/2016 ;08:00    ;MC               ;CFE      ;A5           ;AF                ;      1324 ;26/06/2016 ;08:50    ;MC               ;BRE
2311904 ;MP       ;318          ;      0 ;AF           ;AF                ;      1723 ;26/06/2016 ;14:15    ;MC               ;MUC      ;AF           ;AF                ;      1328 ;26/06/2016 ;15:25    ;MC               ;BLQ
2311905 ;3N       ;E70          ;      0 ;A5           ;AF                ;      7677 ;26/06/2016 ;07:50    ;MC               ;RNS      ;A5           ;AF                ;      1338 ;26/06/2016 ;08:30    ;MC               ;HAJ
2311906 ;MP       ;320          ;      1 ;AF           ;AF                ;      7633 ;25/06/2016 ;22:20    ;MC               ;BOD      ;AF           ;AF                ;      1340 ;26/06/2016 ;07:50    ;MC               ;AMS
2311907 ;3N       ;E70          ;      0 ;A5           ;AF                ;      1211 ;26/06/2016 ;16:05    ;MC               ;NUE      ;A5           ;AF                ;      1392 ;26/06/2016 ;16:45    ;MC               ;BSL
2311908 ;MP       ;319          ;      0 ;AF           ;AF                ;      1465 ;26/06/2016 ;17:35    ;MC               ;LED      ;AF           ;AF                ;      1390 ;26/06/2016 ;18:50    ;MC               ;IST
2311909 ;MP       ;318          ;      1 ;AF           ;AF                ;      7585 ;25/06/2016 ;18:00    ;MC               ;FSC      ;AF           ;AF                ;      1394 ;26/06/2016 ;07:15    ;MC               ;BUD
2311910 ;MP       ;321          ;      0 ;AF           ;AF                ;      1823 ;26/06/2016 ;20:00    ;MC               ;MUC      ;AF           ;AF                ;      1400 ;26/06/2016 ;20:50    ;MC               ;MAD
2311911 ;MP       ;319          ;      0 ;AF           ;AF                ;      7687 ;26/06/2016 ;14:50    ;MC               ;MPL      ;AF           ;AF                ;      1404 ;26/06/2016 ;16:05    ;MC               ;FCO
2311912 ;3N       ;E70          ;      0 ;A5           ;AF                ;      1273 ;26/06/2016 ;14:40    ;MC               ;ABZ      ;A5           ;AF                ;      1372 ;26/06/2016 ;15:25    ;MC               ;ABZ
2311913 ;3N       ;E90          ;      0 ;A5           ;AF                ;      1477 ;26/06/2016 ;12:25    ;MC               ;BIO      ;A5           ;AF                ;      1374 ;26/06/2016 ;13:45    ;MC               ;OSL
2311914 ;MP       ;319          ;      0 ;AF           ;AF                ;      1281 ;26/06/2016 ;20:00    ;MC               ;LHR      ;AF           ;AF                ;      1354 ;26/06/2016 ;21:10    ;MC               ;ALG
2311915 ;MP       ;319          ;      0 ;AF           ;AF                ;      1597 ;26/06/2016 ;19:40    ;MC               ;CMN      ;AF           ;AF                ;      1358 ;26/06/2016 ;20:45    ;MC               ;RBA
2311916 ;MP       ;318          ;      0 ;AF           ;AF                ;      1267 ;26/06/2016 ;08:55    ;MC               ;FLR      ;AF           ;AF                ;      1366 ;26/06/2016 ;10:05    ;MC               ;FLR
2311917 ;MP       ;320          ;      0 ;AF           ;AF                ;      1185 ;26/06/2016 ;19:40    ;MC               ;TUN      ;AF           ;AF                ;      1380 ;26/06/2016 ;20:30    ;MC               ;LHR
2311918 ;MP       ;320          ;      1 ;AF           ;AF                ;      1583 ;25/06/2016 ;22:20    ;MC               ;PRG      ;AF           ;AF                ;      1382 ;26/06/2016 ;07:25    ;MC               ;PRG
2311919 ;3N       ;E90          ;      0 ;A5           ;AF                ;      1203 ;26/06/2016 ;20:15    ;MC               ;TRN      ;A5           ;AF                ;      1376 ;26/06/2016 ;21:00    ;MC               ;BIO
2311920 ;3N       ;E70          ;      0 ;A5           ;AF                ;      1473 ;26/06/2016 ;09:00    ;MC               ;ABZ      ;A5           ;AF                ;      1272 ;26/06/2016 ;10:00    ;MC               ;ABZ
2311921 ;3N       ;E90          ;      0 ;A5           ;AF                ;      1319 ;26/06/2016 ;18:35    ;MC               ;FRA      ;A5           ;AF                ;      1274 ;26/06/2016 ;19:15    ;MC               ;OSL
2311922 ;3N       ;E70          ;      0 ;A5           ;AF                ;      1193 ;26/06/2016 ;11:55    ;MC               ;BSL      ;A5           ;AF                ;      1264 ;26/06/2016 ;12:35    ;MC               ;BLL
2311923 ;MP       ;318          ;      0 ;AF           ;AF                ;      1667 ;26/06/2016 ;19:55    ;MC               ;FLR      ;AF           ;AF                ;      1266 ;26/06/2016 ;20:50    ;MC               ;FLR
2311924 ;MP       ;319          ;      0 ;AF           ;AF                ;      1897 ;26/06/2016 ;14:20    ;MC               ;CMN      ;AF           ;AF                ;      1280 ;26/06/2016 ;16:10    ;MC               ;LHR
2311925 ;MP       ;321          ;      0 ;AF           ;AF                ;      1127 ;26/06/2016 ;11:50    ;MC               ;VCE      ;AF           ;AF                ;      1294 ;26/06/2016 ;12:40    ;MC               ;BUD
2311926 ;MP       ;319          ;      0 ;AF           ;AF                ;      1845 ;26/06/2016 ;09:20    ;MC               ;SVO      ;AF           ;AF                ;      1284 ;26/06/2016 ;10:15    ;MC               ;TUN
2311927 ;3N       ;E70          ;      0 ;A5           ;AF                ;      1339 ;26/06/2016 ;12:10    ;MC               ;HAJ      ;A5           ;AF                ;      1292 ;26/06/2016 ;12:55    ;MC               ;BSL
2311928 ;MP       ;320          ;      0 ;AF           ;AF                ;      1347 ;26/06/2016 ;18:10    ;MC               ;WAW      ;AF           ;AF                ;      1246 ;26/06/2016 ;19:20    ;MC               ;WAW
2311929 ;MP       ;319          ;      0 ;AF           ;AF                ;      1785 ;26/06/2016 ;10:20    ;MC               ;TUN      ;AF           ;AF                ;      1258 ;26/06/2016 ;11:10    ;MC               ;RBA
2311930 ;MP       ;319          ;      0 ;AF           ;AF                ;      1327 ;26/06/2016 ;08:45    ;MC               ;VCE      ;AF           ;AF                ;      1262 ;26/06/2016 ;09:50    ;MC               ;ARN
2311931 ;MP       ;320          ;      0 ;AF           ;AF                ;      1247 ;26/06/2016 ;09:00    ;MC               ;WAW      ;AF           ;AF                ;      1300 ;26/06/2016 ;09:55    ;MC               ;MAD
2311932 ;MP       ;318          ;      0 ;AF           ;AF                ;      1829 ;26/06/2016 ;17:05    ;MC               ;BLQ      ;AF           ;AF                ;      1248 ;26/06/2016 ;17:55    ;MC               ;BCN
2311933 ;MP       ;318          ;      0 ;AF           ;AF                ;      1143 ;26/06/2016 ;18:10    ;MC               ;GVA      ;AF           ;AF                ;      1314 ;26/06/2016 ;19:00    ;MC               ;ZRH
2311934 ;MP       ;321          ;      0 ;AF           ;AF                ;      1013 ;26/06/2016 ;17:20    ;MC               ;LIN      ;AF           ;AF                ;      1312 ;26/06/2016 ;18:20    ;MC               ;LIN
2311935 ;MP       ;320          ;      0 ;AF           ;AF                ;      1621 ;26/06/2016 ;21:40    ;MC               ;TLV      ;AF           ;AF                ;      1320 ;26/06/2016 ;23:30    ;MC               ;TLV
2311936 ;3N       ;E70          ;      0 ;A5           ;AF                ;      1517 ;26/06/2016 ;14:25    ;MC               ;GOA      ;A5           ;AF                ;      1316 ;26/06/2016 ;15:35    ;MC               ;GOA
2311937 ;3N       ;E90          ;      0 ;A5           ;AF                ;      1619 ;26/06/2016 ;13:35    ;MC               ;FRA      ;A5           ;AF                ;      1318 ;26/06/2016 ;15:10    ;MC               ;FRA
2311938 ;MP       ;320          ;      0 ;AF           ;AF                ;      7627 ;26/06/2016 ;13:25    ;MC               ;BOD      ;AF           ;AF                ;      1304 ;26/06/2016 ;14:15    ;MC               ;FCO
2311939 ;3N       ;E70          ;      0 ;A5           ;AF                ;      1639 ;26/06/2016 ;17:40    ;MC               ;HAJ      ;A5           ;AF                ;      1310 ;26/06/2016 ;20:35    ;MC               ;NUE
2311940 ;3N       ;E90          ;      0 ;A5           ;AF                ;      1119 ;25/06/2016 ;20:00    ;MC               ;FRA      ;A5           ;AF                ;      1306 ;26/06/2016 ;07:15    ;MC               ;DUS
2309482 ;3N       ;E90          ;      0 ;A5           ;AF                ;      1007 ;19/06/2016 ;21:50    ;MC               ;DUS      ;A5           ;AF                ;      1518 ;20/06/2016 ;07:30    ;MC               ;FRA
2309483 ;3N       ;E90          ;      0 ;A5           ;AF                ;      1007 ;26/06/2016 ;21:50    ;MC               ;DUS      ;A5           ;AF                ;      1518 ;27/06/2016 ;07:30    ;MC               ;FRA
2309484 ;3N       ;E70          ;      0 ;A5           ;AF                ;      7755 ;20/06/2016 ;15:45    ;MC               ;CFE      ;A5           ;AF                ;      1524 ;20/06/2016 ;16:25    ;MC               ;BRE
2309485 ;MP       ;319          ;      0 ;AF           ;AF                ;      1727 ;20/06/2016 ;16:50    ;MC               ;VCE      ;AF           ;AF                ;      1526 ;20/06/2016 ;18:05    ;MC               ;VCE
2309487 ;MP       ;320          ;      0 ;AF           ;AF                ;      1427 ;20/06/2016 ;14:40    ;MC               ;VCE      ;AF           ;AF                ;      1510 ;20/06/2016 ;15:55    ;MC               ;HAM
2309488 ;MP       ;321          ;      0 ;AF           ;AF                ;      1005 ;20/06/2016 ;08:50    ;MC               ;FCO      ;AF           ;AF                ;      1504 ;20/06/2016 ;09:45    ;MC               ;FCO
2309490 ;3N       ;E90          ;      0 ;A5           ;AF                ;      7537 ;20/06/2016 ;12:15    ;MC               ;PUF      ;A5           ;AF                ;      1506 ;20/06/2016 ;12:55    ;MC               ;DUS
2309491 ;3N       ;E70          ;      0 ;A5           ;AF                ;      1765 ;20/06/2016 ;09:30    ;MC               ;BLL      ;A5           ;AF                ;      1516 ;20/06/2016 ;10:20    ;MC               ;GOA
2309492 ;MP       ;318          ;      0 ;AF           ;AF                ;      1713 ;20/06/2016 ;18:40    ;MC               ;LIN      ;AF           ;AF                ;      1512 ;20/06/2016 ;19:50    ;MC               ;LIN
2309493 ;3N       ;E90          ;      0 ;A5           ;AF                ;      1607 ;20/06/2016 ;13:20    ;MC               ;DUS      ;A5           ;AF                ;      1576 ;20/06/2016 ;16:20    ;MC               ;BIO
2309494 ;MP       ;318          ;      0 ;AF           ;AF                ;      7689 ;20/06/2016 ;12:20    ;MC               ;MPL      ;AF           ;AF                ;      1566 ;20/06/2016 ;13:10    ;MC               ;FLR
2309496 ;MP       ;318          ;      0 ;AF           ;AF                ;      1057 ;20/06/2016 ;11:50    ;MC               ;GLA      ;AF           ;AF                ;      1560 ;20/06/2016 ;13:00    ;MC               ;ZAG
2309497 ;MP       ;319          ;      0 ;AF           ;AF                ;      1753 ;20/06/2016 ;17:30    ;MC               ;KBP      ;AF           ;AF                ;      1564 ;20/06/2016 ;18:45    ;MC               ;BHX
2309498 ;MP       ;320          ;      0 ;AF           ;AF                ;      1081 ;20/06/2016 ;09:15    ;MC               ;LHR      ;AF           ;AF                ;      1580 ;20/06/2016 ;10:10    ;MC               ;LHR
2309499 ;MP       ;320          ;      1 ;AF           ;AF                ;      1169 ;19/06/2016 ;22:10    ;MC               ;MAN      ;AF           ;AF                ;      1554 ;20/06/2016 ;07:20    ;MC               ;ALG
2309500 ;MP       ;318          ;      0 ;AF           ;AF                ;      1815 ;20/06/2016 ;19:30    ;MC               ;ZRH      ;AF           ;AF                ;      1578 ;20/06/2016 ;20:35    ;MC               ;NAP
2309501 ;MP       ;318          ;      1 ;AF           ;AF                ;      1239 ;19/06/2016 ;22:15    ;MC               ;VIE      ;AF           ;AF                ;      1542 ;20/06/2016 ;07:15    ;MC               ;GVA
2309502 ;MP       ;318          ;      1 ;AF           ;AF                ;      1239 ;26/06/2016 ;22:15    ;MC               ;VIE      ;AF           ;AF                ;      1542 ;27/06/2016 ;07:15    ;MC               ;GVA
2309503 ;MP       ;321          ;      0 ;AF           ;AF                ;      7625 ;20/06/2016 ;12:05    ;MC               ;BOD      ;AF           ;AF                ;      1534 ;20/06/2016 ;13:00    ;MC               ;TXL
2309504 ;3N       ;E90          ;      0 ;A5           ;AF                ;      1375 ;20/06/2016 ;19:10    ;MC               ;OSL      ;A5           ;AF                ;      1552 ;20/06/2016 ;19:55    ;MC               ;GOT
2309505 ;MP       ;320          ;      0 ;AF           ;AF                ;      1243 ;20/06/2016 ;08:35    ;MC               ;GVA      ;AF           ;AF                ;      1532 ;20/06/2016 ;09:50    ;MC               ;ATH
2309506 ;MP       ;319          ;      0 ;AF           ;AF                ;      1151 ;20/06/2016 ;14:30    ;MC               ;CPH      ;AF           ;AF                ;      1548 ;20/06/2016 ;15:30    ;MC               ;BCN
2309507 ;MP       ;320          ;      1 ;AF           ;AF                ;      1197 ;26/06/2016 ;22:20    ;MC               ;CMN      ;AF           ;AF                ;      1554 ;27/06/2016 ;07:20    ;MC               ;ALG
2309508 ;GP       ;777          ;      0 ;AF           ;AF                ;       257 ;21/06/2016 ;06:10    ;LC               ;SIN      ;-            ;-                 ;         0 ;21/06/2016 ;07:10    ;-                ;-
2309509 ;MP       ;320          ;      0 ;AF           ;AF                ;      1197 ;21/06/2016 ;22:20    ;MC               ;CMN      ;-            ;-                 ;         0 ;21/06/2016 ;23:20    ;-                ;-
2309510 ;MP       ;321          ;      0 ;AF           ;AF                ;      1383 ;21/06/2016 ;11:45    ;MC               ;PRG      ;-            ;-                 ;         0 ;21/06/2016 ;12:45    ;-                ;-
2309511 ;MP       ;320          ;      0 ;AF           ;AF                ;      1349 ;22/06/2016 ;14:40    ;MC               ;BCN      ;-            ;-                 ;         0 ;22/06/2016 ;15:40    ;-                ;-
2309512 ;MP       ;320          ;      0 ;AF           ;AF                ;      1555 ;23/06/2016 ;13:15    ;MC               ;ALG      ;-            ;-                 ;         0 ;23/06/2016 ;14:15    ;-                ;-
2309513 ;MP       ;319          ;      0 ;AF           ;AF                ;      1179 ;23/06/2016 ;15:05    ;MC               ;NAP      ;-            ;-                 ;         0 ;23/06/2016 ;16:05    ;-                ;-
2309514 ;GP       ;350          ;      0 ;AF           ;AF                ;       185 ;25/06/2016 ;05:55    ;LC               ;HKG      ;-            ;-                 ;         0 ;25/06/2016 ;07:05    ;-                ;-
2309515 ;MP       ;320          ;      0 ;AF           ;AF                ;      1081 ;24/06/2016 ;09:15    ;MC               ;LHR      ;-            ;-                 ;         0 ;24/06/2016 ;10:15    ;-                ;-
2309516 ;MP       ;320          ;      0 ;AF           ;AF                ;      4019 ;25/06/2016 ;17:00    ;MC               ;ARN      ;-            ;-                 ;         0 ;25/06/2016 ;18:00    ;-                ;-
2309517 ;GP       ;777          ;      0 ;AF           ;AF                ;       935 ;26/06/2016 ;11:30    ;LC               ;TNR      ;-            ;-                 ;         0 ;26/06/2016 ;12:30    ;-                ;-
2309518 ;MP       ;320          ;      0 ;AF           ;AF                ;      1185 ;25/06/2016 ;19:40    ;MC               ;TUN      ;-            ;-                 ;         0 ;25/06/2016 ;20:40    ;-                ;-
2309519 ;MP       ;320          ;      0 ;AF           ;AF                ;      1121 ;26/06/2016 ;05:00    ;MC               ;TLV      ;-            ;-                 ;         0 ;26/06/2016 ;06:00    ;-                ;-
2309520 ;3N       ;E90          ;      0 ;A5           ;AF                ;      1719 ;26/06/2016 ;22:05    ;MC               ;FRA      ;-            ;-                 ;         0 ;26/06/2016 ;23:05    ;-                ;-
2309521 ;GP       ;777          ;      0 ;AF           ;AF                ;       253 ;26/06/2016 ;17:10    ;LC               ;SGN      ;-            ;-                 ;         0 ;26/06/2016 ;18:10    ;-                ;-
2309522 ;GP       ;777          ;      0 ;AF           ;AF                ;       719 ;20/06/2016 ;06:05    ;LC               ;DKR      ;-            ;-                 ;         0 ;20/06/2016 ;07:05    ;-                ;-
2309523 ;GP       ;340          ;      0 ;AF           ;AF                ;       673 ;26/06/2016 ;11:05    ;LC               ;MSP      ;-            ;-                 ;         0 ;26/06/2016 ;12:05    ;-                ;-
2309524 ;MP       ;320          ;      0 ;AF           ;AF                ;      1195 ;26/06/2016 ;22:05    ;MC               ;LIS      ;-            ;-                 ;         0 ;26/06/2016 ;23:05    ;-                ;-
2309525 ;MP       ;319          ;      0 ;AF           ;AF                ;      1405 ;26/06/2016 ;21:20    ;MC               ;FCO      ;-            ;-                 ;         0 ;26/06/2016 ;22:20    ;-                ;-
2309526 ;MP       ;318          ;      0 ;AF           ;AF                ;      1249 ;26/06/2016 ;22:20    ;MC               ;BCN      ;-            ;-                 ;         0 ;26/06/2016 ;23:20    ;-                ;-
2309548 ;MP       ;319          ;      0 ;AF           ;AF                ;      7637 ;20/06/2016 ;19:45    ;MC               ;BOD      ;AF           ;AF                ;      1694 ;20/06/2016 ;20:45    ;MC               ;BUD
2309549 ;MP       ;320          ;      1 ;AF           ;AF                ;      1169 ;26/06/2016 ;22:10    ;MC               ;MAN      ;AF           ;AF                ;      1620 ;27/06/2016 ;10:50    ;MC               ;TLV
2309550 ;MP       ;321          ;      0 ;AF           ;AF                ;      7725 ;20/06/2016 ;12:30    ;MC               ;NTE      ;AF           ;AF                ;      1622 ;20/06/2016 ;13:25    ;MC               ;MUC
2309551 ;MP       ;320          ;      1 ;AF           ;AF                ;      1197 ;19/06/2016 ;22:20    ;MC               ;CMN      ;AF           ;AF                ;      1620 ;20/06/2016 ;10:50    ;MC               ;TLV
2309552 ;3N       ;E70          ;      0 ;A5           ;AF                ;      7655 ;20/06/2016 ;12:30    ;MC               ;BIQ      ;A5           ;AF                ;      1638 ;20/06/2016 ;13:15    ;MC               ;HAJ
2309553 ;MP       ;321          ;      0 ;AF           ;AF                ;      1241 ;20/06/2016 ;10:45    ;MC               ;AMS      ;AF           ;AF                ;      1640 ;20/06/2016 ;11:40    ;MC               ;AMS
2309554 ;MP       ;321          ;      0 ;AF           ;AF                ;      7621 ;20/06/2016 ;07:40    ;MC               ;BOD      ;AF           ;AF                ;      1642 ;20/06/2016 ;08:30    ;MC               ;GVA
2309555 ;MP       ;321          ;      0 ;AF           ;AF                ;      1643 ;20/06/2016 ;11:40    ;MC               ;GVA      ;AF           ;AF                ;      1648 ;20/06/2016 ;12:35    ;MC               ;BCN
2309556 ;MP       ;321          ;      0 ;AF           ;AF                ;      1149 ;20/06/2016 ;12:10    ;MC               ;BCN      ;AF           ;AF                ;      1624 ;20/06/2016 ;13:20    ;MC               ;LIS
2309557 ;MP       ;319          ;      0 ;AF           ;AF                ;      1411 ;20/06/2016 ;12:30    ;MC               ;HAM      ;AF           ;AF                ;      1850 ;20/06/2016 ;13:20    ;MC               ;CPH
2309558 ;MP       ;319          ;      1 ;AF           ;AF                ;      1085 ;20/06/2016 ;13:15    ;MC               ;TUN      ;AF           ;AF                ;      1844 ;20/06/2016 ;16:00    ;MC               ;SVO
2309559 ;MP       ;319          ;      0 ;AF           ;AF                ;      1391 ;20/06/2016 ;08:55    ;MC               ;IST      ;AF           ;AF                ;      1854 ;20/06/2016 ;09:45    ;MC               ;ALG
2309561 ;MP       ;318          ;      0 ;AF           ;AF                ;      1513 ;20/06/2016 ;09:10    ;MC               ;LIN      ;AF           ;AF                ;      1842 ;20/06/2016 ;10:00    ;MC               ;GVA
2309562 ;MP       ;321          ;      0 ;AF           ;AF                ;      1349 ;20/06/2016 ;14:40    ;MC               ;BCN      ;AF           ;AF                ;      1834 ;20/06/2016 ;15:35    ;MC               ;TXL
2309563 ;MP       ;319          ;      1 ;AF           ;AF                ;      1153 ;20/06/2016 ;08:45    ;MC               ;LED      ;AF           ;AF                ;      1890 ;20/06/2016 ;12:35    ;MC               ;IST
2309564 ;MP       ;319          ;      1 ;AF           ;AF                ;      1891 ;19/06/2016 ;21:25    ;MC               ;IST      ;AF           ;AF                ;      1896 ;20/06/2016 ;07:15    ;MC               ;CMN
2309565 ;MP       ;319          ;      1 ;AF           ;AF                ;      1891 ;26/06/2016 ;21:25    ;MC               ;IST      ;AF           ;AF                ;      1896 ;27/06/2016 ;07:15    ;MC               ;CMN
2309566 ;3N       ;E90          ;      0 ;A5           ;AF                ;      1119 ;20/06/2016 ;20:00    ;MC               ;FRA      ;A5           ;AF                ;      1886 ;20/06/2016 ;20:45    ;MC               ;EDI
2309567 ;MP       ;319          ;      1 ;AF           ;AF                ;      7527 ;19/06/2016 ;22:15    ;MC               ;TLS      ;AF           ;AF                ;      7516 ;20/06/2016 ;07:20    ;MC               ;TLS
2309568 ;MP       ;319          ;      1 ;AF           ;AF                ;      7527 ;26/06/2016 ;22:15    ;MC               ;TLS      ;AF           ;AF                ;      7516 ;27/06/2016 ;07:20    ;MC               ;TLS
2309569 ;MP       ;320          ;      0 ;AF           ;AF                ;      7521 ;20/06/2016 ;12:05    ;MC               ;TLS      ;AF           ;AF                ;      7528 ;20/06/2016 ;13:00    ;MC               ;TLS
